6474627	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T08:45:51	00:04:25	.	1	.	m43	.
6474628	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T08:47:56	00:06:30	.	1	1	m34	/sw/share/slurm/milou/uppmax_jobstats/m34/6474628
6474629	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T08:48:03	00:06:37	.	1	1	m34	/sw/share/slurm/milou/uppmax_jobstats/m34/6474629
6474630	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T08:48:08	00:06:42	.	1	1	m34	/sw/share/slurm/milou/uppmax_jobstats/m34/6474630
6474631	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T08:48:23	00:06:57	.	1	1	m34	/sw/share/slurm/milou/uppmax_jobstats/m34/6474631
6474625	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:20:59	00:39:33	.	1	1	m13	/sw/share/slurm/milou/uppmax_jobstats/m13/6474625
6474626	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:21:44	00:40:18	.	1	1	m43	/sw/share/slurm/milou/uppmax_jobstats/m43/6474626
6474937	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:37:12	00:01:05	.	1	.	m34	.
6474942	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:38:35	00:02:28	.	1	1	m178	/sw/share/slurm/milou/uppmax_jobstats/m178/6474942
6474941	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:38:40	00:02:33	.	1	1	m94	/sw/share/slurm/milou/uppmax_jobstats/m94/6474941
6474939	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:38:43	00:02:36	.	1	1	m94	/sw/share/slurm/milou/uppmax_jobstats/m94/6474939
6474940	milou	COMPLETED	john	b2010008	sbatch	2015-11-17T09:38:55	00:02:48	.	1	1	m94	/sw/share/slurm/milou/uppmax_jobstats/m94/6474940
