7651179	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-05-05T04:36:25	03:35:19	node_type_overbooked:mem256GB:mem128GB	16	16	m152	/sw/share/slurm/milou/uppmax_jobstats/m152/7651179
7651210	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_taxid_and_path'	2016-05-05T04:36:36	00:00:04	.	2	.	m169	.
7651217	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_taxid_and_path'	2016-05-05T04:38:52	00:00:04	.	2	.	m169	.
7651195	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_view_to_tab'	2016-05-05T04:39:40	00:00:37	.	1	.	m156	.
7651224	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_taxid_and_path'	2016-05-05T04:43:07	00:00:04	.	2	.	m169	.
7651226	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_taxid_and_path'	2016-05-05T04:43:19	00:00:01	.	2	.	m169	.
7651207	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_taxid_and_path'	2016-05-05T04:45:22	00:00:03	.	2	.	m169	.
7651230	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_merge'	2016-05-05T04:47:57	00:00:06	.	1	.	m156	.
7651231	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_megan_all'	2016-05-05T04:50:13	00:00:06	.	1	.	m169	.
7678676	milou	CANCELLED	connys	b2010008	'casp_snpcall_20x'	.	00:00:00	not_run	1	.	.	.
7682617	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1030'	2016-05-09T17:30:09	00:00:04	.	1	.	m157	.
7682614	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1027'	2016-05-09T17:30:09	00:00:04	.	1	.	m157	.
7682609	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1022'	2016-05-09T17:30:09	00:00:04	.	1	.	m157	.
7682612	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1025'	2016-05-09T17:30:09	00:00:04	.	1	.	m157	.
7682613	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1026'	2016-05-09T17:30:10	00:00:05	.	1	.	m157	.
7682611	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1024'	2016-05-09T17:30:10	00:00:05	.	1	.	m157	.
7682615	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1028'	2016-05-09T17:30:10	00:00:05	.	1	.	m157	.
7682610	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1023'	2016-05-09T17:30:10	00:00:05	.	1	.	m157	.
7682618	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1031'	2016-05-09T17:30:10	00:00:05	.	1	.	m157	.
7682616	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1029'	2016-05-09T17:30:10	00:00:05	.	1	.	m157	.
7682619	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1032'	2016-05-09T17:30:12	00:00:07	.	1	.	m157	.
7682593	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1006'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682594	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1007'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682589	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1002'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682588	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1001'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682592	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1005'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682595	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1008'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682590	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1003'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682591	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1004'	2016-05-09T17:38:07	00:00:03	.	1	.	m155	.
7682600	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1013'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682598	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1011'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682596	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1009'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682605	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1018'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682604	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1017'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682599	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1012'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682601	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1014'	2016-05-09T17:42:07	00:00:04	.	1	.	m155	.
7682602	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1015'	2016-05-09T17:42:09	00:00:06	.	1	.	m155	.
7682603	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1016'	2016-05-09T17:42:09	00:00:06	.	1	.	m155	.
7682597	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1010'	2016-05-09T17:42:09	00:00:06	.	1	.	m155	.
7682679	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1092'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682674	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1087'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682671	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1084'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682677	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1090'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682676	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1089'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682673	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1086'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682672	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1085'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682680	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1093'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682678	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1091'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682675	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1088'	2016-05-09T17:43:55	00:00:01	.	1	.	m155	.
7682621	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1034'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682626	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1039'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682620	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1033'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682624	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1037'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682622	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1035'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682608	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1021'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682623	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1036'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682625	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1038'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682606	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1019'	2016-05-09T17:46:07	00:00:04	.	1	.	m155	.
7682607	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1020'	2016-05-09T17:46:09	00:00:06	.	1	.	m155	.
7682634	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1047'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682631	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1044'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682635	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1048'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682630	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1043'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682629	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1042'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682627	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1040'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682633	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1046'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682632	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1045'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682636	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1049'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
7682628	milou	FAILED	luisah	b2010008	'../INBOX/A.Tack_16_01/P4558_1041'	2016-05-09T17:50:07	00:00:04	.	1	.	m155	.
